,,,,,,,,,,,,
DANH SÁCH BỆNH THEO DANH MỤC ICD,,,,,,,,,,,,
Ngày 19 tháng 08 năm 2021,,,,,,,,,,,,
,,,,,,,,,,,,
STT,Mã,Tên bệnh ,Nhóm bệnh,Mãn tính,Bệnh của,Thường gập,Bệnh năm,Không BH,Ngoài DS,Chuyên khoa,Mô tả,Hiệu lực
16897,O22.3,Viêm tắc tĩnh mạch sâu trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16898,O22.4,Trĩ trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16899,O22.5,Huyết khối tĩnh mạch não trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16900,O22.8,Biến chứng tĩnh mạch khác trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16901,O22.9,Biến chứng tĩnh mạch trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16902,O23,Nhiễm khuẩn đường tiết niệu - sinh dục trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16903,O23.0,Nhiễm khuẩn thận trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16904,O23.1,Nhiễm khuẩn bàng quang trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16905,O23.2,Nhiễm khuẩn niệu đạo trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16906,O23.3,Nhiễm khuẩn phần khác của đường tiết niệu trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16907,O23.4,Nhiễm khuẩn đường tiết niệu chưa xác định rõ trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16908,O23.5,Nhiễm khuẩn đường sinh dục trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16909,O23.9,Nhiễm khuẩn đường tiết niệu sinh dục khác và chưa xác định rõ trong lúc có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16910,O24,Đái tháo đường trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16911,O24.0,"Đái tháo đường sẵn có, lệ thuộc insulin",Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16912,O24.1,"Đái tháo đường sẵn có, không lệ thuộc insulin",Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16913,O24.2,Đái tháo đường sẵn có liên quan đến thiếu dinh dưỡng,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16914,O24.3,"Đái tháo đường sẵn có, chưa xác định rõ",Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16915,O24.4,Đái tháo đường tăng lên trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
16916,W49,Bị ảnh hưởng của lực cơ học bất động khác không rõ đặc điểm,Thương tích do Tác dụng của lực cơ học bất động,Không,,Không,,Không,Không,,,Có
16917,W57,Bị côn trùng không có nọc và các loài tiết túc không có nọc độc cắn hay đốt,Thương tích do Tác động của lực cơ học chuyển động,Không,,Không,,Không,Không,,,Có
16918,W74,Ngã xuống nước và đuối nước không rõ đặc điểm,Tai nạn chết đuối (đuối nước) và chết ngập nước,Không,,Không,,Không,Không,,,Có
16919,W80,Hít và nuốt vật khác gây tắc đường thở,Các tai nạn khác đe dọa hô hấp (đường thở),Không,,Không,,Không,Không,,,Có
16920,W86,Phơi nhiễm dòng điện biết rõ đặc điểm khác,"Do dùng điện, phóng xạ và nhiệt độ, áp lực quá mức của môitrường",Không,,Không,,Không,Không,,,Có
16921,W92,Phơi nhiễm nhiệt độ cao quá mức do con người tạo ra,"Do dùng điện, phóng xạ và nhiệt độ, áp lực quá mức của môitrường",Không,,Không,,Không,Không,,,Có
16922,X02,Phơi nhiễm cháy nhà hay cấu trúc kiểm soát được,"Do khói, hỏa hoạn, ngọn lửa",Không,,Không,,Không,Không,,,Có
16923,X09,"Phơi nhiễm khói, cháy và lửa không rõ đặc điểm","Do khói, hỏa hoạn, ngọn lửa",Không,,Không,,Không,Không,,,Có
16924,X15,Tiếp xúc với vật dụng trong nhà nóng,"Tiếp xúc với vật có nhiệt, nóng",Không,,Không,,Không,Không,,,Có
16925,I67.0,"Tách thành động mạch não, không vỡ",Bệnh mạch máu não,Không,,Không,,Không,Không,,,Có
16926,I67.5,Bệnh Moyamoya,Bệnh mạch máu não,Không,,Không,,Không,Không,,,Có
16927,I67.8,Bệnh mạch máu não xác định khác,Bệnh mạch máu não,Không,,Không,,Không,Không,,,Có
16928,A52.71,"Bệnh mắt do giang mai muộn, viêm màng mạch võng mạc do giang mai muộn, Viêm thượng củng mạc do giang mai muộn",Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
16929,A53,Giang mai khác và không xác định,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Có
16930,A54.01,Viêm bàng quang và niệu đạo do lậu không xác định,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
16931,A54.23,Viêm tinh hoàn do lậu cầu,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
16932,A54.32,Viêm mống mắt thể mi do lậu cầu,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
16933,A54.42,Viêm khớp do lậu,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
16934,A54.5,Viêm họng do lậu,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Có
16935,A54.84,Viêm phổi do lậu cầu,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
16936,A54.88,Tổn thương da do lậu cầu,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
16937,A56.0,Bệnh do chlamydia ở đường niệu - sinh dục dưới,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Có
16938,A56.11,Bệnh viêm vùng chậu nữ do Chlamydia,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
16939,B27.1,Bệnh tăng bạch cầu đơn nhân do virus đại bào,Các bệnh nhiễm virus khác,Không,,Không,,Không,Không,,,Có
16940,B30.9,"Viêm kết mạc do virus, không xác định",Các bệnh nhiễm virus khác,Không,,Không,,Không,Không,,,Có
16941,B33.8,Bệnh do virus xác định khác,Các bệnh nhiễm virus khác,Không,,Không,,Không,Không,,,Có
16942,B34.2,"Nhiễm coronavirus, vị trí không xác định",Các bệnh nhiễm virus khác,Không,,Không,,Không,Không,,,Có
16943,B35.1,Nấm móng,Bệnh nhiễm nấm,Không,,Không,,Không,Không,,,Có
16944,B35.3,Bệnh nấm da chân,Bệnh nhiễm nấm,Không,,Không,,Không,Không,,,Có
16945,B35.8,Bệnh nấm da khác,Bệnh nhiễm nấm,Không,,Không,,Không,Không,,,Có
16946,B36.0,Bệnh lang ben,Bệnh nhiễm nấm,Không,,Không,,Không,Không,,,Có
16947,B36.8,Bệnh nấm nông xác định khác,Bệnh nhiễm nấm,Không,,Không,,Không,Không,,,Có
16948,B37.1,Nhiễm candida phổi,Bệnh nhiễm nấm,Không,,Không,,Không,Không,,,Có
16949,B37.7,Nhiễm trùng huyết do candida,Bệnh nhiễm nấm,Không,,Không,,Không,Không,,,Có
16950,B38.0,Nhiễm nấm coccidioides ở phổi cấp tính,Bệnh nhiễm nấm,Có,,Không,,Không,Không,,,Có
16951,B38.2,"Nhiễm nấm coccidioides ở phổi, không xác định",Bệnh nhiễm nấm,Có,,Không,,Không,Không,,,Có
16952,B39,Nhiễm histoplasma,Bệnh nhiễm nấm,Có,,Không,,Không,Không,,,Có
16953,B39.3,Nhiễm histoplasma capsulatum lan tỏa,Bệnh nhiễm nấm,Có,,Không,,Không,Không,,,Có
16954,B40.0,Nhiễm nấm blastomyces ở phổi cấp tính,Bệnh nhiễm nấm,Có,,Không,,Không,Không,,,Có
16955,C22.3,Ung thư mô liên kết mạch máu của gan,U ác của các cơ quan tiêu hoá,Có,,Không,,Không,Có,,,Có
16956,C24,U ác của phần khác và không xác định của đường mật,U ác của các cơ quan tiêu hoá,Có,,Không,,Không,Có,,Tên theo Thông tư số 34/2013/TT-BYT: Bệnh ung thư các loại,Có
16957,C30.0,U ác của hốc mũi,U ác của cơ quan hô hấp và trong lồng ngực,Có,,Không,,Không,Có,,,Có
16958,C31.1,U ác của xoang sàng,U ác của cơ quan hô hấp và trong lồng ngực,Có,,Không,,Không,Có,,,Có
16959,C31.8,U ác với tổn thương lan rộng của xoang phụ,U ác của cơ quan hô hấp và trong lồng ngực,Có,,Không,,Không,Có,,,Có
16960,C34.0,U ác của phế quản chính,U ác của cơ quan hô hấp và trong lồng ngực,Có,,Không,,Không,Có,,,Có
16961,C34.9,"U ác của khí quản hoặc phổi, không xác định",U ác của cơ quan hô hấp và trong lồng ngực,Có,,Không,,Không,Có,,,Có
16962,C38.4,U ác của màng phổi,U ác của cơ quan hô hấp và trong lồng ngực,Có,,Không,,Không,Có,,,Có
16963,C39.9,U ác ở vị trí khó xác định trong hệ hô hấp,U ác của cơ quan hô hấp và trong lồng ngực,Có,,Không,,Không,Có,,,Có
16964,C40.3,U ác của xương ngắn của chi dưới,U ác của xương và sụn khớp,Có,,Không,,Không,Có,,,Có
16965,C41.0,U ác của xương sọ và mặt,U ác của xương và sụn khớp,Có,,Không,,Không,Có,,,Có
16966,C41.8,U ác với tổn thương chồng lấn của xương và sụn khớp,U ác của xương và sụn khớp,Có,,Không,,Không,Có,,,Có
16967,C95.0,Bệnh bạch cầu cấp loại tế bào không xác định,"U ác của hệ lympho, hệ tạo máu và các mô liên quan",Có,,Không,,Không,Có,,,Có
16968,F12.9,Rối loạn tâm thần và hành vi do sử dụng cần sa (Rối loạn tâm thần và hành vi không biệt định),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16969,F13.0,Rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ (Nhiễm độc cấp),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16970,F13.1,Rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ (Sử dụng gây hại),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16971,F13.2,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Hội chứng nghiện),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16972,F13.3,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Trạng thái cai),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16973,F13.4,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Trạng thái cai với mê sảng),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16974,F13.5,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Rối loạn tâm thần),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16975,F13.6,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Hội chứng quên),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16976,F13.7,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Rối loạn loạn thần di chứng và khởi phát muộn),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16977,F13.8,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Rối loạn tâm thần và hành vi khác),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16978,F14.0,Rối loạn tâm thần và hành vi do sử dụng cocain (Nhiễm độc cấp),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16979,F14.1,Rối loạn tâm thần và hành vi do sử dụng cocain (Sử dụng gây hại),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16980,F14.2,Rối loạn tâm thần và hành vi do sử dụng cocain (Hội chứng nghiện),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16981,F14.3,Rối loạn tâm thần và hành vi do sử dụng cocain (Trạng thái cai),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16982,F14.4,Rối loạn tâm thần và hành vi do sử dụng cocain (Trạng thái cai với mê sảng),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16983,F14.5,Rối loạn tâm thần và hành vi do sử dụng cocain (Rối loạn tâm thần),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16984,F14.6,Rối loạn tâm thần và hành vi do sử dụng cocain (Hội chứng quên),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16985,F14.7,Rối loạn tâm thần và hành vi do sử dụng cocain (Rối loạn loạn thần di chứng và khởi phát muộn),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16986,F14.8,Rối loạn tâm thần và hành vi do sử dụng cocain (Rối loạn tâm thần và hành vi khác),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16987,F14.9,Rối loạn tâm thần và hành vi do sử dụng cocain (Rối loạn tâm thần và hành vi không biệt định),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16988,F15.0,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Nhiễm độc cấp)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16989,F15.1,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Sử dụng gây hại)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16990,F15.2,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Hội chứng nghiện)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16991,F15.3,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Trạng thái cai)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16992,F15.4,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Trạng thái cai với mê sảng)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16993,F15.5,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Rối loạn tâm thần)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16994,F15.6,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Hội chứng quên)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16995,F15.7,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Rối loạn loạn thần di chứng và khởi phát muộn)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
16996,G96.1,Bệnh màng não không phân loại nơi khác,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
16997,G96.8,Bệnh xác định khác của hệ thần kinh trung ương,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
16998,G96.9,"Bệnh thần kinh trung ương, không đặc hiệu",Các bệnh khác của hệ thần kinh,,,,,,,,,Có
16999,G97,"Bệnh hệ thần kinh sau thủ thuật, không phân loại nơi khác",Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17000,G97.0,Dò dịch não tủy do chọc dò thắt lưng,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17001,G97.1,Phản ứng khác đối với chọc dò thắt lưng,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17002,G97.2,Hạ áp lực nội sọ sau dẫn lưu não thất,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17003,G97.8,Bệnh khác của hệ thần kinh sau thủ thuật,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17004,G97.9,"Bệnh của hệ thần kinh sau thủ thuật, không đặc hiệu",Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17005,G98,Bệnh khác của hệ thần kinh không phân loại nơi khác,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17006,G99,Bệnh khác của hệ thần kinh trong bệnh phân loại nơi khác,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17007,G99*,Bệnh khác của hệ thần kinh trong bệnh phân loại nơi khác,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17008,G99.0*,Bệnh hệ thần kinh tự động trong bệnh nội tiết và chuyển hóa,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17009,G99.1*,Bệnh khác của hệ thần kinh tự động trong các bệnh phân loại nơi khác,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17010,G99.2*,Bệnh tủy trong các bệnh phân loại nơi khác,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17011,G99.8*,Các bệnh xác định khác của hệ thần kinh trong các bệnh phân loại nơi khác,Các bệnh khác của hệ thần kinh,,,,,,,,,Có
17012,H00,Lẹo và chắp,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17013,H00.0,Lẹo và viêm sâu khác của mi mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17014,H00.1,Chắp,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17015,H01,Viêm khác của mí mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17016,H01.0,Viêm bờ mi,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17017,H01.1,Bệnh da mi mắt không nhiễm trùng,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17018,H01.8,Viêm mi mắt đặc hiệu khác,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17019,H01.9,Viêm mi mắt không xác định,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17020,H02,Bệnh khác của mí mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17021,H02.0,Quặm và lông xiêu của mi mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17022,H02.1,Lật mi,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17023,H02.2,Hở mi,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17024,H02.3,Sa da mi,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17025,H02.4,Sụp mi,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17026,H02.5,Bệnh khác ảnh hưởng đến chức năng của mi mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17027,H02.6,U vàng ở mi mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17028,H02.7,Bệnh thoái hóa khác của mi mắt và vùng quanh mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17029,H02.8,Bệnh khác của mi mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17030,H02.9,Bệnh mi mắt không đặc hiệu,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17031,H03,Bệnh mí mắt trong các bệnh phân loại nơi khác,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17032,H03*,Bệnh mi mắt trong các bệnh phân loại nơi khác,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17033,H03.0*,Nhiễm ký sinh trùng ở mi mắt trong các bệnh phân loại nơi khác,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17034,H03.1*,Các bệnh nhiễm trùng liên quan đến mi mắt trong các bệnh phân loại nơi khác,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17035,H03.8*,Liên quan đến mi mắt trong các bệnh khác phân loại nơi khác,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17036,H04,Bệnh của lệ bộ,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17037,H04.0,Viêm tuyến lệ,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17038,H04.1,Bệnh khác của tuyến lệ (bao gồm Hội chứng khô mắt),"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17039,H04.2,Chảy nước mắt,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17040,H04.3,Viêm lệ đạo cấp tính và không đặc hiệu,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17041,H04.4,Viêm lệ đạo mãn tính,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17042,H04.5,Tắc và bán tắc lệ đạo,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17043,H04.6,Biến đổi khác trong lệ đạo,"Bệnh của mí mắt, lệ bộ và hốc mắt",,,,,,,,,Có
17044,B39.4,"Nhiễm histoplasma capsulatum, không đặc hiệu",Bệnh nhiễm nấm,,,,,,,,,Có
17045,B39.5,Nhiễm histoplasma duboisii,Bệnh nhiễm nấm,,,,,,,,,Có
17046,B39.9,"Nhiễm histoplasma, không đặc hiệu",Bệnh nhiễm nấm,,,,,,,,,Có
17047,B40,Nhiễm nấm blastomyces,Bệnh nhiễm nấm,,,,,,,,,Có
17048,B40.0,Nhiễm nấm blastomyces ở phổi cấp tính,Bệnh nhiễm nấm,,,,,,,,,Có
17049,B40.1,Nhiễm nấm blastomyces ở phổi mãn tính,Bệnh nhiễm nấm,,,,,,,,,Có
17050,B40.2,"Nhiễm nấm blastomyces ở phổi, không đặc hiệu",Bệnh nhiễm nấm,,,,,,,,,Có
17051,B40.3,Nhiễm nấm blastomyces ở da,Bệnh nhiễm nấm,,,,,,,,,Có
17052,B40.7,Nhiễm nấm blastomyces lan tỏa,Bệnh nhiễm nấm,,,,,,,,,Có
17053,B40.8,Dạng khác của nhiễm nấm blastomyces,Bệnh nhiễm nấm,,,,,,,,,Có
17054,B40.9,"Nhiễm nấm blastomyces, không đặc hiệu",Bệnh nhiễm nấm,,,,,,,,,Có
17055,O24.9,"Đái tháo đường trong khi có thai, chưa xác định rõ",Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17056,O25,Thiếu dinh dưỡng khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17057,O26,Chăm sóc bà mẹ vì những tình trạng khác chủ yếu liên quan đến thai nghén,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17058,O26.0,Tăng cân nặng quá mức trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17059,O26.1,Tăng cân ít trong khi có thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17060,O26.2,Chăm sóc thai nghén của sẩy thai liên tiếp,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17061,O26.3,Có thai khi mang dụng cụ tử cung,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17062,O26.4,Herpes và thai nghén,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17063,O26.5,Hội chứng hạ huyết áp bà mẹ,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17064,O26.6,"Các rối loạn tại gan trong khi có thai, khi đẻ và sau khi đẻ",Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17065,O26.7,"Giãn khớp mu trong khi có thai, khi đẻ và sau khi đẻ",Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17066,O26.8,Các tình trạng xác định khác liên quan đến thai nghén,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17067,O26.9,Các tình trạng liên quan đến thai nghén chưa xác định rõ,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17068,O28,Các dấu hiệu bất thường của bà mẹ phát hiện khi khám thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17069,O28.0,Dấu hiệu huyết học bất thường ở bà mẹ phát hiện khi khám thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17070,O28.1,Dấu hiệu hóa sinh bất thường ở bà mẹ phát hiện khi khám thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17071,O28.2,Dấu hiệu tế bào học bất thường ở bà mẹ phát hiện khi khám thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17072,O28.3,Dấu hiệu siêu âm bất thường ở bà mẹ phát hiện khi khám thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17073,O28.4,Dấu hiệu X quang bất thường ở bà mẹ phát hiện khi khám thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17074,O28.5,Dấu hiệu nhiễm sắc thể và di truyền bất thường ở bà mẹ phát hiện khi khám thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17075,O28.8,Dấu hiệu bất thường khác ở bà mẹ phát hiện khi khám thai,Các bệnh lý khác của bà mẹ chủ yếu liên quan đến thai nghén,,,,,,,,,Có
17076,A71.0,Giai đoạn đầu của bệnh mắt hột,Các bệnh khác do Chlamydia,Không,,Không,,Không,Không,,,Có
17077,A74.8,Bệnh do chlamydia khác,Các bệnh khác do Chlamydia,Không,,Không,,Không,Không,,,Có
17078,A75.2,Sốt phát ban do Rickettsia typhi,Bệnh do Rickettsia,Không,,Không,,Không,Không,,,Có
17079,A77.2,Sốt phát ban dạng đốm do Rickettsia siberica,Bệnh do Rickettsia,Không,,Không,,Không,Không,,,Có
17080,A79,Các bệnh do Rickettsia khác,Bệnh do Rickettsia,Không,,Không,,Không,Không,,,Có
