,,,,,,,,,,,,
DANH SÁCH BỆNH THEO DANH MỤC ICD,,,,,,,,,,,,
Ngày 19 tháng 08 năm 2021,,,,,,,,,,,,
,,,,,,,,,,,,
STT,Mã,Tên bệnh ,Nhóm bệnh,Mãn tính,Bệnh của,Thường gập,Bệnh năm,Không BH,Ngoài DS,Chuyên khoa,Mô tả,Hiệu lực
17081,B57.4,Bệnh Chagas (mãn tính) ảnh hưởng đến hệ thần kinh,Bệnh do ký sinh trùng đơn bào,Không,,Không,,Không,Không,,,Có
17082,B58.9,"Bệnh do toxoplasma, không xác định",Bệnh do ký sinh trùng đơn bào,Không,,Không,,Không,Không,,,Có
17083,B60.8,"Bệnh do ký sinh trùng đơn bào, xác định khác",Bệnh do ký sinh trùng đơn bào,Không,,Không,,Không,Không,,,Có
17084,B65.2,Bệnh sán máng do Schistosoma japonicum,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17085,B66.1,Bệnh sán lá gan nhỏ,Bệnh giun sán,Có,,Không,,Không,Không,,,Có
17086,B66.4,Bệnh sán Paragonimus,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17087,B67,Bệnh do Echinococcus,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17088,B67.3,"Nhiễm Echinococcus granulosus, vị trí khác và nhiều vị trí",Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17089,B68,Bệnh sán dây,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17090,B68.9,"Bệnh sán Taenia, không xác định",Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17091,B70,Bệnh sán diphyllobothrium và sparganum,Bệnh giun sán,Có,,Không,,Không,Không,,,Có
17092,B71.1,Bệnh sán dipylium,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17093,B73,Bệnh giun chỉ,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17094,B74.1,Bệnh giun chỉ do Brugia malayi,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17095,B74.8,Bệnh giun chỉ khác,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17096,B76.0,Bệnh giun ancylostoma,Bệnh giun sán,Không,,Không,,Không,Không,,,Có
17097,C43.8,U hắc tố ác lan rông của da,U hắc tố ác và u ác các yếu tố khác của da,Có,,Không,,Không,Có,,,Có
17098,C44.2,U da ác tính của tai và ống tai ngoài,U hắc tố ác và u ác các yếu tố khác của da,Có,,Không,,Không,Có,,,Có
17099,C44.9,U da ác tính không xác định,U hắc tố ác và u ác các yếu tố khác của da,Có,,Không,,Không,Có,,,Có
17100,C45.2,U trung biểu mô màng ngoài tim,U ác của trung biểu mô và mô mềm,Có,,Không,,Không,Có,,,Có
17101,C46.3,Ung thư mô liên kết Kaposi của hạch lympho,U ác của trung biểu mô và mô mềm,Có,,Không,,Không,Có,,,Có
17102,C47.3,U ác của dây thần kinh ngoại biên của lồng ngực,U ác của trung biểu mô và mô mềm,Có,,Không,,Không,Có,,,Có
17103,C48,U ác của vùng sau phúc mạc và phúc mạc,U ác của trung biểu mô và mô mềm,Có,,Không,,Không,Có,,Tên theo Thông tư số 34/2013/TT-BYT: Bệnh ung thư các loại,Có
17104,C49.5,U ác của mô liên kết và mô mềm của vùng chậu,U ác của trung biểu mô và mô mềm,Có,,Không,,Không,Có,,,Có
17105,C50.2,U ác của 1/4 trên - trong vú,U ác của vú,Có,,Không,,Không,Có,,,Có
17106,C96.1,Bệnh mô bào ác tính,"U ác của hệ lympho, hệ tạo máu và các mô liên quan",Có,,Không,,Không,Có,,,Có
17107,C96.9,"U ác tính không xác định của mô dạng lympho, hệ tạo máu và mô liên quan","U ác của hệ lympho, hệ tạo máu và các mô liên quan",Có,,Không,,Không,Có,,,Có
17108,C86.1,U lympho tế bào T gan- lách,"U ác của hệ lympho, hệ tạo máu và các mô liên quan",Có,,Không,,Không,Không,,,Có
17109,C86.5,U lympho tế bào T nguyên bào mạch- nguyên bào miễn dịch,"U ác của hệ lympho, hệ tạo máu và các mô liên quan",Có,,Không,,Không,Không,,,Có
17110,C88.9,Bệnh tăng sinh miễn dịch không xác định,"U ác của hệ lympho, hệ tạo máu và các mô liên quan",Có,,Không,,Không,Có,,,Có
17111,C91.3,Bệnh bạch cầu dạng tiền lympho của tế bào B,"U ác của hệ lympho, hệ tạo máu và các mô liên quan",Có,,Không,,Không,Có,,,Có
17112,C92.9,"Bệnh bạch cầu dạng tủy, không đặc hiệu","U ác của hệ lympho, hệ tạo máu và các mô liên quan",Có,,Không,,Không,Có,,,Có
17113,A49.3,"Nhiễm Mycoplasma, không xác định được vị trí",Bệnh nhiễm khuẩn khác,Không,,Không,,Không,Không,,,Có
17114,A50.02,Giang mai bẩm sinh sớm ở niêm mạc và da,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17115,A50.07,Bệnh lý nhãn cầu do giang mai bẩm sinh sớm,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17116,A50.30,Bệnh lý nhãn cầu do giang mai bẩm sinh muộn không xác định,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17117,A50.44,Giang mai thần kinh do liệt tabes,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17118,A50.52,Răng Hutchinson,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17119,A50.56,Bệnh lý sụn xương do giang mai bẩm sinh muộn,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17120,A51.0,Giang mai sinh dục tiên phát,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Có
17121,A51.31,Giang mai thứ phát ở da và niêm mạc Codylom phẳng,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17122,A51.42,Bệnh vùng chậu nữ do giang mai,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17123,A51.49,Viêm quanh xương do giang mai,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17124,A52.02,Viêm động mạch chủ do giang mai,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17125,A52.09,Giang mai tim mạch khác,Bệnh nhiễm trùng lây truyền chủ yếu qua đường tình dục,Không,,Có,,Không,Không,,,Không
17126,J38.01,Liệt dây thanh âm và thanh quản một bên,Các bệnh khác của đường hô hấp trên,Không,,Không,,Không,Không,,,Không
17127,J38.4,Phù thanh quản,Các bệnh khác của đường hô hấp trên,Không,,Không,,Không,Không,,,Có
17128,J38.7,Các bệnh lý khác của thanh quản,Các bệnh khác của đường hô hấp trên,Không,,Không,,Không,Không,,,Có
17129,J39.3,"Phản ứng quá mẫn đường hô hấp trên, vị trí không xác định",Các bệnh khác của đường hô hấp trên,Không,,Không,,Không,Không,,,Có
17130,J43.2,Giãn phế nang trung tâm tiểu thuỳ,Bệnh hô hấp dưới mạn tính,Không,,Không,,Không,Không,,,Có
17131,J45,Hen [suyễn],Bệnh hô hấp dưới mạn tính,Có,,Không,,Không,Không,,Tên theo Thông tư số 34/2013/TT-BYT: Hen phế quản,Có
17132,J62.0,Bệnh bụi phổi do bột talc,Các bệnh phổi do tác nhân bên ngoài,Có,,Không,,Không,Không,,,Có
17133,J63.3,Xơ phổi do than chì (của phổi),Các bệnh phổi do tác nhân bên ngoài,Có,,Không,,Không,Không,,,Có
17134,J66,Bệnh đường dẫn khí do bụi hữu cơ đặc biệt khác,Các bệnh phổi do tác nhân bên ngoài,Không,,Không,,Không,Không,,,Có
17135,J67.3,Bệnh phổi do xơ cây bần,Các bệnh phổi do tác nhân bên ngoài,Không,,Không,,Không,Không,,,Có
17136,J67.8,Viêm phổi tăng cảm do bụi hữu cơ khác,Các bệnh phổi do tác nhân bên ngoài,Không,,Không,,Không,Không,,,Có
17137,K67.1*,Viêm phúc mạc do lậu cầu (A54.8†),Bệnh của phúc mạc,Không,,Không,,Không,Không,,,Có
17138,K70.1,Viêm gan do rượu,Bệnh của gan,Không,,Không,,Không,Không,,,Có
17139,K70.9,"Bệnh gan do rượu, không đặc hiệu",Bệnh của gan,Không,,Không,,Không,Không,,,Có
17140,K71.3,Bệnh gan nhiễm độc có viêm gan mạn dai dẳng,Bệnh của gan,Không,,Không,,Không,Không,,,Có
17141,K71.8,Bệnh gan nhiễm độc có rối loạn khác của gan,Bệnh của gan,Không,,Không,,Không,Không,,,Có
17142,K72.1,Suy gan mãn,Bệnh của gan,Không,,Không,,Không,Không,,,Có
17143,K72.9,"Suy gan, không đặc hiệu",Bệnh của gan,Không,,Không,,Không,Không,,,Có
17144,K73.2,"Viêm gan mãn hoạt động, không phân loại nơi khác",Bệnh của gan,Có,,Không,,Không,Không,,,Có
17145,K74.2,Gan xơ hóa với gan xơ cứng,Bệnh của gan,Có,,Không,,Không,Không,,,Có
17146,K75,Bệnh viêm gan khác,Bệnh của gan,Không,,Không,,Không,Không,,,Có
17147,K75.2,"Viêm gan tái hoạt động, không đặc hiệu",Bệnh của gan,Không,,Không,,Không,Không,,,Có
17148,K76.2,Hoại tử xuất huyết trung tâm tiểu thùy gan,Bệnh của gan,Không,,Không,,Không,Không,,,Có
17149,K76.7,Hội chứng gan - thận,Bệnh của gan,Không,,Không,,Không,Không,,,Có
17150,K76.9,"Bệnh gan, không đặc hiệu",Bệnh của gan,Không,,Không,,Không,Không,,,Có
17151,K80.0,Sỏi túi mật có viêm túi mật cấp,"Bệnh túi mật, ống mật và tụy",Không,,Không,,Không,Không,,,Có
17152,M08.9,Các viêm khớp trẻ em không đặc hiệu,Viêm đa khớp,Có,,Không,,Không,Không,,,Có
17153,M10,Gút (thống phong),Viêm đa khớp,Có,,Không,,Không,Không,,Tên theo Thông tư số 34/2013/TT-BYT: Bệnh Gút,Có
17154,M11,Các bệnh khớp khác do vi tinh thể,Viêm đa khớp,Có,,Không,,Không,Không,,Tên theo Thông tư số 34/2013/TT-BYT: Các bệnh khớp khác do vi tinh thể,Có
17155,M13,Các viêm khớp khác,Viêm đa khớp,Có,,Không,,Không,Không,,,Có
17156,M13.8,Các viêm khớp đặc hiệu khác,Viêm đa khớp,Có,,Không,,Không,Không,,,Có
17157,F15.8,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Rối loạn tâm thần và hành vi khác)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
17158,F15.9,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Rối loạn tâm thần và hành vi không biệt định)",Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
17159,F16.1,Rối loạn tâm thần và hành vi do sử dụng các chất gây ảo giác (Sử dụng gây hại),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
17160,F16.2,Rối loạn tâm thần và hành vi do sử dụng các chất gây ảo giác (Hội chứng nghiện),Rối loạn tâm thần và hành vi do sử dụng chất tác động tâm thần,,,,,,,,,Có
17161,Z24.1,Tiêm chủng phòng viêm não virus do tiết túc mang,Những người có nguy cơ tiềm tàng về sức khoẻ liên quan đến các bệnh lây truyền,Không,,Không,,Có,Không,,,Có
17162,Z26.9,Tiêm chủng phòng các bệnh nhiễm khuẩn không xác định,Những người có nguy cơ tiềm tàng về sức khoẻ liên quan đến các bệnh lây truyền,Không,,Không,,Có,Không,,,Có
17163,R90,Các phát hiện bất thường về chẩn đoán hình ảnh của hệ thần kinh trung ương,"Các phát hiện bất thường về chẩn đoán hình ảnh và thăm dò chức năng, không có chẩn đoán",Không,,Không,,Không,Không,,,Có
17164,R93.4,Các phát hiện bất thường về chẩn đoán hình ảnh của cơ quan tiết niệu,"Các phát hiện bất thường về chẩn đoán hình ảnh và thăm dò chức năng, không có chẩn đoán",Không,,Không,,Không,Không,,,Có
17165,R94.2,Kết quả bất thường về thăm dò chức năng phổi,"Các phát hiện bất thường về chẩn đoán hình ảnh và thăm dò chức năng, không có chẩn đoán",Không,,Không,,Không,Không,,,Có
17166,R94.8,Kết quả bất thường về thăm dò chức năng các cơ quan và hệ thống khác,"Các phát hiện bất thường về chẩn đoán hình ảnh và thăm dò chức năng, không có chẩn đoán",Không,,Không,,Không,Không,,,Có
17167,S00,Tổn thương nông ở đầu,Tổn thương ở đầu,Không,,Không,,Không,Không,,,Có
17168,S33.0,Vỡ đĩa liên đốt thắt lưng do chấn thương,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Không,,Không,,Không,Không,,,Có
17169,S33.6,Bong gân và giãn khớp cùng chậu,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Không,,Không,,Không,Không,,,Có
17170,S34.1,Vết thương khác của dây sống thắt lưng,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Có,,Không,,Không,Không,,,Có
17171,S34.8,"Tổn thương các dây thần kinh không xác định và khác của bụng, lưng và chậu","Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Có,,Không,,Không,Không,,,Có
17172,S35.5,Tổn thương các mạch máu của chậu hông,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Không,,Không,,Không,Không,,,Có
17173,S36.0,Vết thương lách,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Không,,Không,,Không,Không,,,Có
17174,S36.4,Vết thương ruột non,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Không,,Không,,Không,Không,,,Có
17175,S36.8,Vết thương các cơ quan khác trong ổ bụng,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Không,,Không,,Không,Không,,,Có
17176,S37.2,Vết thương bàng quang,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Không,,Không,,Không,Không,,,Có
17177,S37.6,Vết thương tử cung,"Tổn thương bụng, lưng dưới, cột sống thắt lưng và chân hông",Không,,Không,,Không,Không,,,Có
17178,S86.3,Tổn thương cơ bắp và gân nhóm cơ trước tại tầm cẳng chân,Tổn thương tại đầu gối và cẳng chân,Không,,Không,,Không,Không,,,Có
17179,S88,Chấn thương cắt cụt tầm khớp gối,Tổn thương tại đầu gối và cẳng chân,Không,,Không,,Không,Không,,,Có
17180,S89.7,Đa tổn thương tại cẳng chân,Tổn thương tại đầu gối và cẳng chân,Không,,Không,,Không,Không,,,Có
17181,S90.2,đụng giập ngón chân có tổn thương móng,Tổn thương tại cổ chân và bàn chân,Không,,Không,,Không,Không,,,Có
17182,S91.0,Vết thương hở tại cổ chân,Tổn thương tại cổ chân và bàn chân,Không,,Không,,Không,Không,,,Có
17183,S92,"gẫy xương bàn chân, trừ cổ chân",Tổn thương tại cổ chân và bàn chân,Không,,Không,,Không,Không,,,Có
17184,S92.4,Gẫy xương ngón chân cái,Tổn thương tại cổ chân và bàn chân,Không,,Không,,Không,Không,,,Có
17185,S93,"Sai khớp, bong gân, căng cơ khớp và dây chằng tại tầm cẳng chân và bàn chân",Tổn thương tại cổ chân và bàn chân,Không,,Không,,Không,Không,,,Có
17186,S94.1,Tổn thương dây thần kinh giữa bàn chân,Tổn thương tại cổ chân và bàn chân,Không,,Không,,Không,Không,,,Có
17187,S94.9,Tổn thương dây thần kinh chưa xác định tại tầm cổ chân và bàn chân,Tổn thương tại cổ chân và bàn chân,Không,,Không,,Không,Không,,,Có
17188,T34.1,Tổn thương do cóng lạnh với hoại tử mô tại cổ,Tổn thương do cóng lạnh,Không,,Không,,Không,Không,,,Có
17189,T34.7,Tổn thương do cóng lạnh với hoại tử mô tại đầu gối và cẳng chân,Tổn thương do cóng lạnh,Không,,Không,,Không,Không,,,Có
17190,T35.3,"Tổn thương do cóng lạnh chưa xác định tại ngực, bụng, lưng dưới và khung chậu",Tổn thương do cóng lạnh,Không,,Không,,Không,Không,,,Có
17191,T36.3,Ngộ độc kháng sinh Macrolid,"Ngộ độc do thuốc, dược phẩm và chất sinh học",Không,,Không,,Không,Không,,,Có
17192,T36.7,Ngộ độc kháng sinh chống nấm toàn thân,"Ngộ độc do thuốc, dược phẩm và chất sinh học",Không,,Không,,Không,Không,,,Có
17193,T37.1,Ngộ độc thuốc chống mycobacterial,"Ngộ độc do thuốc, dược phẩm và chất sinh học",Không,,Không,,Không,Không,,,Có
17194,S03.1,Sai khớp của sụn vách mũi,Tổn thương ở đầu,Không,,Không,,Không,Không,,,Có
17195,S04,Tổn thương dây thần kinh sọ,Tổn thương ở đầu,Không,,Không,,Không,Không,,,Có
